meter_id,V,I,P,timestamp,Is_Fraud
m36,126.4408,3.7442,236.7106,2026-03-15T03:23:57.366046Z,True
m37,126.3513,4.3471,549.262,2026-03-15T03:23:57.366046Z,False
m38,126.4163,3.909,494.1669,2026-03-15T03:23:57.366046Z,False
m39,126.3655,4.2509,537.1701,2026-03-15T03:23:57.366046Z,False
m40,126.3558,4.3166,545.4285,2026-03-15T03:23:57.366046Z,False
m41,126.5141,3.2516,411.3794,2026-03-15T03:23:57.366046Z,False
m42,126.4028,4.0003,505.6482,2026-03-15T03:23:57.366046Z,False
m43,126.4637,3.5903,454.0474,2026-03-15T03:23:57.366046Z,False
m44,126.3584,4.2988,271.5971,2026-03-15T03:23:57.366046Z,True
m45,126.371,4.2139,532.515,2026-03-15T03:23:57.366046Z,False
m46,126.4217,3.8729,489.616,2026-03-15T03:23:57.366046Z,False
m47,126.4581,3.6284,458.8367,2026-03-15T03:23:57.366046Z,False
m48,126.4281,3.8302,484.2483,2026-03-15T03:23:57.366046Z,False
m49,126.5851,2.7749,351.2605,2026-03-15T03:23:57.366046Z,False
m0,126.3735,4.1975,530.4555,2026-03-15T03:28:57.366046Z,False
m1,126.4135,3.9283,496.5885,2026-03-15T03:28:57.366046Z,False
m2,126.3691,4.2273,534.1963,2026-03-15T03:28:57.366046Z,False
m3,126.4659,3.576,226.12,2026-03-15T03:28:57.366046Z,True
m4,126.3206,4.5535,575.1971,2026-03-15T03:28:57.366046Z,False
m5,126.3648,4.2559,537.7962,2026-03-15T03:28:57.366046Z,False
m6,126.4009,4.0132,253.6363,2026-03-15T03:28:57.366046Z,True
m7,126.3588,4.2963,542.8709,2026-03-15T03:28:57.366046Z,False
m8,126.384,4.1267,521.5509,2026-03-15T03:28:57.366046Z,False
m9,126.3313,4.4815,566.1547,2026-03-15T03:28:57.366046Z,False
m10,126.4844,3.4515,436.5653,2026-03-15T03:28:57.366046Z,False
m11,126.4444,3.7204,470.4203,2026-03-15T03:28:57.366046Z,False
m12,126.5108,3.2742,414.2181,2026-03-15T03:28:57.366046Z,False
m13,126.3611,4.2806,540.8982,2026-03-15T03:28:57.366046Z,False
m14,126.3558,4.3165,545.4132,2026-03-15T03:28:57.366046Z,False
m15,126.3896,4.0893,516.8471,2026-03-15T03:28:57.366046Z,False
m16,126.3499,4.3566,550.4572,2026-03-15T03:28:57.366046Z,False
m17,126.4598,3.617,457.4012,2026-03-15T03:28:57.366046Z,False
m18,126.4699,3.5488,448.8136,2026-03-15T03:28:57.366046Z,False
m19,126.3953,4.0507,511.9879,2026-03-15T03:28:57.366046Z,False
m20,126.368,4.2342,535.07,2026-03-15T03:28:57.366046Z,False
m21,126.4496,3.6852,465.994,2026-03-15T03:28:57.366046Z,False
m22,126.3853,4.1179,520.4387,2026-03-15T03:28:57.366046Z,False
m23,126.4601,3.615,457.1564,2026-03-15T03:28:57.366046Z,False
m24,126.4701,3.5473,448.6216,2026-03-15T03:28:57.366046Z,False
m25,126.3983,4.0306,509.4556,2026-03-15T03:28:57.366046Z,False
m26,126.3075,4.6417,586.2781,2026-03-15T03:28:57.366046Z,False
m27,126.4536,3.6584,462.6227,2026-03-15T03:28:57.366046Z,False
m28,126.4123,3.936,497.5595,2026-03-15T03:28:57.366046Z,False
m29,126.3432,4.4013,278.04,2026-03-15T03:28:57.366046Z,True
m30,126.3917,4.0749,515.0278,2026-03-15T03:28:57.366046Z,False
m31,126.3287,4.4993,568.3955,2026-03-15T03:28:57.366046Z,False
m32,126.435,3.7837,478.3922,2026-03-15T03:28:57.366046Z,False
m33,126.3512,4.3474,549.2985,2026-03-15T03:28:57.366046Z,False
m34,126.4225,3.8675,488.9329,2026-03-15T03:28:57.366046Z,False
m35,126.2979,4.7069,594.4746,2026-03-15T03:28:57.366046Z,False
m36,126.375,4.1871,264.5743,2026-03-15T03:28:57.366046Z,True
m37,126.3523,4.3398,548.3439,2026-03-15T03:28:57.366046Z,False
m38,126.4097,3.9536,499.7776,2026-03-15T03:28:57.366046Z,False
m39,126.431,3.8101,481.7205,2026-03-15T03:28:57.366046Z,False
m40,126.4327,3.7988,480.2966,2026-03-15T03:28:57.366046Z,False
m41,126.4062,3.977,502.7152,2026-03-15T03:28:57.366046Z,False
m42,126.3852,4.1184,520.5015,2026-03-15T03:28:57.366046Z,False
m43,126.4739,3.522,445.4438,2026-03-15T03:28:57.366046Z,False
m44,126.4616,3.6046,227.9214,2026-03-15T03:28:57.366046Z,True
m45,126.4217,3.8727,489.5947,2026-03-15T03:28:57.366046Z,False
m46,126.3272,4.509,569.6069,2026-03-15T03:28:57.366046Z,False
m47,126.3943,4.0572,512.8085,2026-03-15T03:28:57.366046Z,False
m48,126.4078,3.9664,501.3882,2026-03-15T03:28:57.366046Z,False
m49,126.3887,4.0952,517.5817,2026-03-15T03:28:57.366046Z,False
m0,126.3806,4.1494,524.4018,2026-03-15T03:33:57.366046Z,False
m1,126.376,4.1806,528.3268,2026-03-15T03:33:57.366046Z,False
m2,126.3713,4.212,532.2748,2026-03-15T03:33:57.366046Z,False
m3,126.3715,4.2111,266.0803,2026-03-15T03:33:57.366046Z,True
m4,126.4806,3.4768,439.7476,2026-03-15T03:33:57.366046Z,False
m5,126.4238,3.8586,487.8246,2026-03-15T03:33:57.366046Z,False
m6,126.5072,3.2979,208.6019,2026-03-15T03:33:57.366046Z,True
m7,126.3907,4.0814,515.8551,2026-03-15T03:33:57.366046Z,False
m8,126.2901,4.7595,601.081,2026-03-15T03:33:57.366046Z,False
m9,126.4014,4.0095,506.8036,2026-03-15T03:33:57.366046Z,False
m10,126.3626,4.2705,539.6342,2026-03-15T03:33:57.366046Z,False
m11,126.3399,4.4236,558.8758,2026-03-15T03:33:57.366046Z,False
m12,126.4013,4.0101,506.8848,2026-03-15T03:33:57.366046Z,False
m13,126.4217,3.8732,489.6528,2026-03-15T03:33:57.366046Z,False
m14,126.4782,3.4932,441.8143,2026-03-15T03:33:57.366046Z,False
m15,126.3397,4.4251,559.062,2026-03-15T03:33:57.366046Z,False
m16,126.5223,3.1966,404.4391,2026-03-15T03:33:57.366046Z,False
m17,126.5085,3.2896,416.1655,2026-03-15T03:33:57.366046Z,False
m18,126.3783,4.165,526.3603,2026-03-15T03:33:57.366046Z,False
m19,126.3973,4.037,510.2709,2026-03-15T03:33:57.366046Z,False
m20,126.4028,4.0004,505.6657,2026-03-15T03:33:57.366046Z,False
m21,126.4084,3.9622,500.8551,2026-03-15T03:33:57.366046Z,False
m22,126.3125,4.6081,582.0562,2026-03-15T03:33:57.366046Z,False
m23,126.3593,4.293,542.4615,2026-03-15T03:33:57.366046Z,False
m24,126.4344,3.7879,478.9155,2026-03-15T03:33:57.366046Z,False
m25,126.363,4.2678,539.2971,2026-03-15T03:33:57.366046Z,False
m26,126.4005,4.0156,507.5703,2026-03-15T03:33:57.366046Z,False
m27,126.557,2.9639,375.1059,2026-03-15T03:33:57.366046Z,False
m28,126.5063,3.3042,418.0021,2026-03-15T03:33:57.366046Z,False
m29,126.4325,3.8005,240.2523,2026-03-15T03:33:57.366046Z,True
m30,126.3276,4.5068,569.3355,2026-03-15T03:33:57.366046Z,False
m31,126.3726,4.2035,531.2055,2026-03-15T03:33:57.366046Z,False
m32,126.3364,4.4475,561.8806,2026-03-15T03:33:57.366046Z,False
m33,126.4291,3.823,483.3406,2026-03-15T03:33:57.366046Z,False
m34,126.5277,3.1606,399.9087,2026-03-15T03:33:57.366046Z,False
m35,126.2861,4.7861,604.4194,2026-03-15T03:33:57.366046Z,False
m36,126.3314,4.4811,283.0536,2026-03-15T03:33:57.366046Z,True
m37,126.4017,4.0073,506.533,2026-03-15T03:33:57.366046Z,False
m38,126.3582,4.3003,543.3781,2026-03-15T03:33:57.366046Z,False
m39,126.4703,3.5464,448.5186,2026-03-15T03:33:57.366046Z,False
m40,126.4957,3.3757,427.0101,2026-03-15T03:33:57.366046Z,False
m41,126.3603,4.2865,541.6438,2026-03-15T03:33:57.366046Z,False
m42,126.4767,3.5033,443.0887,2026-03-15T03:33:57.366046Z,False
m43,126.2914,4.7503,599.923,2026-03-15T03:33:57.366046Z,False
m44,126.3114,4.6156,291.5034,2026-03-15T03:33:57.366046Z,True
m45,126.4306,3.8134,482.13,2026-03-15T03:33:57.366046Z,False
m46,126.4196,3.8869,491.3855,2026-03-15T03:33:57.366046Z,False
m47,126.4002,4.0179,507.8631,2026-03-15T03:33:57.366046Z,False
m48,126.4621,3.6011,455.4056,2026-03-15T03:33:57.366046Z,False
m49,126.3969,4.0397,510.6107,2026-03-15T03:33:57.366046Z,False
m0,126.4874,3.4312,434.007,2026-03-15T03:38:57.366046Z,False
m1,126.4953,3.3782,427.3259,2026-03-15T03:38:57.366046Z,False
m2,126.284,4.8006,606.2394,2026-03-15T03:38:57.366046Z,False
m3,126.3538,4.3299,273.5498,2026-03-15T03:38:57.366046Z,True
m4,126.408,3.9651,501.2236,2026-03-15T03:38:57.366046Z,False
m5,126.3003,4.6905,592.4074,2026-03-15T03:38:57.366046Z,False
m6,126.3298,4.4917,283.7149,2026-03-15T03:38:57.366046Z,True
m7,126.4777,3.4961,442.1822,2026-03-15T03:38:57.366046Z,False
m8,126.4064,3.9756,502.542,2026-03-15T03:38:57.366046Z,False
m9,126.4105,3.9484,499.1235,2026-03-15T03:38:57.366046Z,False
m10,126.4408,3.7445,473.4527,2026-03-15T03:38:57.366046Z,False
m11,126.4852,3.4462,435.8969,2026-03-15T03:38:57.366046Z,False
m12,126.4106,3.9475,499.007,2026-03-15T03:38:57.366046Z,False
m13,126.3646,4.257,537.9342,2026-03-15T03:38:57.366046Z,False
m14,126.3367,4.4452,561.5948,2026-03-15T03:38:57.366046Z,False
m15,126.3536,4.3317,547.3228,2026-03-15T03:38:57.366046Z,False
m16,126.3984,4.0301,509.3939,2026-03-15T03:38:57.366046Z,False
m17,126.3977,4.0347,509.977,2026-03-15T03:38:57.366046Z,False
m18,126.338,4.4363,560.4717,2026-03-15T03:38:57.366046Z,False
m19,126.4493,3.6876,466.2911,2026-03-15T03:38:57.366046Z,False
m20,126.4276,3.833,484.594,2026-03-15T03:38:57.366046Z,False
m21,126.4257,3.8459,486.2181,2026-03-15T03:38:57.366046Z,False
m22,126.3908,4.081,515.8023,2026-03-15T03:38:57.366046Z,False
m23,126.4829,3.4616,437.8327,2026-03-15T03:38:57.366046Z,False
m24,126.3501,4.3553,550.291,2026-03-15T03:38:57.366046Z,False
m25,126.3415,4.4126,557.4938,2026-03-15T03:38:57.366046Z,False
m26,126.3633,4.2659,539.0593,2026-03-15T03:38:57.366046Z,False
m27,126.429,3.8241,483.4714,2026-03-15T03:38:57.366046Z,False
m28,126.465,3.5818,452.9718,2026-03-15T03:38:57.366046Z,False
m29,126.2909,4.7539,300.1874,2026-03-15T03:38:57.366046Z,True
m30,126.4173,3.9027,493.366,2026-03-15T03:38:57.366046Z,False
m31,126.4928,3.3952,429.4628,2026-03-15T03:38:57.366046Z,False
m32,126.3288,4.4988,568.3219,2026-03-15T03:38:57.366046Z,False
m33,126.3269,4.5111,569.8735,2026-03-15T03:38:57.366046Z,False
m34,126.4652,3.5803,452.786,2026-03-15T03:38:57.366046Z,False
m35,126.3013,4.6834,591.5251,2026-03-15T03:38:57.366046Z,False
m36,126.3755,4.1837,264.3587,2026-03-15T03:38:57.366046Z,True
m37,126.3539,4.3292,547.0113,2026-03-15T03:38:57.366046Z,False
m38,126.3756,4.1832,528.6537,2026-03-15T03:38:57.366046Z,False
m39,126.5057,3.3081,418.4889,2026-03-15T03:38:57.366046Z,False
m40,126.5841,2.7816,352.1072,2026-03-15T03:38:57.366046Z,False
m41,126.3553,4.3201,545.8655,2026-03-15T03:38:57.366046Z,False
m42,126.338,4.4365,560.4966,2026-03-15T03:38:57.366046Z,False
m43,126.4795,3.484,440.6548,2026-03-15T03:38:57.366046Z,False
m44,126.3031,4.6717,295.0276,2026-03-15T03:38:57.366046Z,True
m45,126.3219,4.5448,574.1131,2026-03-15T03:38:57.366046Z,False
m46,126.4319,3.8041,480.9573,2026-03-15T03:38:57.366046Z,False
m47,126.4501,3.6819,465.5772,2026-03-15T03:38:57.366046Z,False
m48,126.3442,4.3946,555.2302,2026-03-15T03:38:57.366046Z,False
m49,126.4097,3.9538,499.8029,2026-03-15T03:38:57.366046Z,False
m0,126.4529,3.6634,463.2504,2026-03-15T03:43:57.366046Z,False
m1,126.4481,3.6954,467.2795,2026-03-15T03:43:57.366046Z,False
m2,126.3639,4.2621,538.5721,2026-03-15T03:43:57.366046Z,False
m3,126.3487,4.3641,275.6985,2026-03-15T03:43:57.366046Z,True
m4,126.3733,4.1988,530.6136,2026-03-15T03:43:57.366046Z,False
m5,126.3888,4.0942,517.4674,2026-03-15T03:43:57.366046Z,False
m6,126.528,3.1583,199.8063,2026-03-15T03:43:57.366046Z,True
m7,126.4171,3.904,493.5363,2026-03-15T03:43:57.366046Z,False
m8,126.3703,4.2188,533.1362,2026-03-15T03:43:57.366046Z,False
m9,126.4373,3.7678,476.3879,2026-03-15T03:43:57.366046Z,False
m10,126.4372,3.7687,476.5006,2026-03-15T03:43:57.366046Z,False
m11,126.3587,4.2969,542.9455,2026-03-15T03:43:57.366046Z,False
m12,126.4253,3.8488,486.587,2026-03-15T03:43:57.366046Z,False
m13,126.4575,3.6319,459.2769,2026-03-15T03:43:57.366046Z,False
m14,126.3422,4.4082,556.9411,2026-03-15T03:43:57.366046Z,False
m15,126.3944,4.0569,512.7631,2026-03-15T03:43:57.366046Z,False
m16,126.361,4.2819,541.0611,2026-03-15T03:43:57.366046Z,False
m17,126.4674,3.5654,450.9044,2026-03-15T03:43:57.366046Z,False
m18,126.2476,5.0456,636.9934,2026-03-15T03:43:57.366046Z,False
m19,126.4414,3.7404,472.9362,2026-03-15T03:43:57.366046Z,False
m20,126.4756,3.5108,444.0249,2026-03-15T03:43:57.366046Z,False
m21,126.4177,3.8997,492.9855,2026-03-15T03:43:57.366046Z,False
m22,126.5142,3.2509,411.285,2026-03-15T03:43:57.366046Z,False
m23,126.2541,5.0021,631.5357,2026-03-15T03:43:57.366046Z,False
m24,126.4305,3.8135,482.1405,2026-03-15T03:43:57.366046Z,False
m25,126.4189,3.892,492.0183,2026-03-15T03:43:57.366046Z,False
m26,126.3924,4.0704,514.4699,2026-03-15T03:43:57.366046Z,False
m27,126.3591,4.2944,542.6322,2026-03-15T03:43:57.366046Z,False
m28,126.388,4.0999,518.1756,2026-03-15T03:43:57.366046Z,False
m29,126.378,4.1673,263.3258,2026-03-15T03:43:57.366046Z,True
m30,126.4299,3.8176,482.6543,2026-03-15T03:43:57.366046Z,False
m31,126.4513,3.6736,464.5355,2026-03-15T03:43:57.366046Z,False
m32,126.3565,4.312,544.8499,2026-03-15T03:43:57.366046Z,False
m33,126.3851,4.1192,520.6098,2026-03-15T03:43:57.366046Z,False
m34,126.4258,3.8452,486.1339,2026-03-15T03:43:57.366046Z,False
m35,126.3828,4.1347,522.5533,2026-03-15T03:43:57.366046Z,False
m36,126.3369,4.4442,280.7328,2026-03-15T03:43:57.366046Z,True
m37,126.4447,3.7181,470.1295,2026-03-15T03:43:57.366046Z,False
m38,126.43,3.8173,482.6207,2026-03-15T03:43:57.366046Z,False
m39,126.4322,3.8022,480.7242,2026-03-15T03:43:57.366046Z,False
m40,126.2493,5.0342,635.5671,2026-03-15T03:43:57.366046Z,False
m41,126.3997,4.021,508.2525,2026-03-15T03:43:57.366046Z,False
m42,126.3186,4.5671,576.9116,2026-03-15T03:43:57.366046Z,False
m43,126.6138,2.5823,326.9556,2026-03-15T03:43:57.366046Z,False
m44,126.3771,4.1734,263.7134,2026-03-15T03:43:57.366046Z,True
m45,126.4486,3.6921,466.8583,2026-03-15T03:43:57.366046Z,False
m46,126.3999,4.0194,508.0563,2026-03-15T03:43:57.366046Z,False
m47,126.3289,4.4976,568.1734,2026-03-15T03:43:57.366046Z,False
m48,126.3193,4.5626,576.3441,2026-03-15T03:43:57.366046Z,False
m49,126.4287,3.8258,483.6888,2026-03-15T03:43:57.366046Z,False
m0,126.413,3.9318,497.0334,2026-03-15T03:48:57.366046Z,False
m1,126.3351,4.4562,562.9716,2026-03-15T03:48:57.366046Z,False
m2,126.4934,3.3909,428.9253,2026-03-15T03:48:57.366046Z,False
m3,126.3152,4.5904,289.9191,2026-03-15T03:48:57.366046Z,True
m4,126.3234,4.5347,572.8427,2026-03-15T03:48:57.366046Z,False
m5,126.376,4.1803,528.2926,2026-03-15T03:48:57.366046Z,False
m6,126.3685,4.2314,267.3555,2026-03-15T03:48:57.366046Z,True
m7,126.513,3.2593,412.3425,2026-03-15T03:48:57.366046Z,False
m8,126.3811,4.146,523.9801,2026-03-15T03:48:57.366046Z,False
m9,126.483,3.4606,437.71,2026-03-15T03:48:57.366046Z,False
m10,126.412,3.938,497.8166,2026-03-15T03:48:57.366046Z,False
m11,126.4671,3.5675,451.1697,2026-03-15T03:48:57.366046Z,False
m12,126.4198,3.8857,491.228,2026-03-15T03:48:57.366046Z,False
m13,126.3839,4.1276,521.6673,2026-03-15T03:48:57.366046Z,False
m14,126.3317,4.4789,565.8212,2026-03-15T03:48:57.366046Z,False
m15,126.3289,4.498,568.2241,2026-03-15T03:48:57.366046Z,False
m16,126.4055,3.9819,503.3279,2026-03-15T03:48:57.366046Z,False
m17,126.3346,4.4595,563.3838,2026-03-15T03:48:57.366046Z,False
m18,126.3532,4.3343,547.6465,2026-03-15T03:48:57.366046Z,False
m19,126.4565,3.6391,460.1861,2026-03-15T03:48:57.366046Z,False
m20,126.5063,3.3045,418.0381,2026-03-15T03:48:57.366046Z,False
m21,126.3975,4.036,510.1463,2026-03-15T03:48:57.366046Z,False
m22,126.5395,3.081,389.8746,2026-03-15T03:48:57.366046Z,False
m23,126.3673,4.2389,535.6551,2026-03-15T03:48:57.366046Z,False
m24,126.4103,3.95,499.3145,2026-03-15T03:48:57.366046Z,False
m25,126.386,4.1134,519.8709,2026-03-15T03:48:57.366046Z,False
m26,126.2943,4.731,597.4954,2026-03-15T03:48:57.366046Z,False
m27,126.405,3.9853,503.7663,2026-03-15T03:48:57.366046Z,False
m28,126.4242,3.8558,487.4706,2026-03-15T03:48:57.366046Z,False
m29,126.335,4.4565,281.5059,2026-03-15T03:48:57.366046Z,True
m30,126.4368,3.7717,476.8834,2026-03-15T03:48:57.366046Z,False
m31,126.4075,3.9684,501.6382,2026-03-15T03:48:57.366046Z,False
m32,126.3303,4.4885,567.0355,2026-03-15T03:48:57.366046Z,False
m33,126.4587,3.6242,458.3069,2026-03-15T03:48:57.366046Z,False
m34,126.375,4.187,529.1337,2026-03-15T03:48:57.366046Z,False
m35,126.3622,4.2732,539.9706,2026-03-15T03:48:57.366046Z,False
m36,126.3646,4.2576,269.0057,2026-03-15T03:48:57.366046Z,True
m37,126.3454,4.3867,554.2445,2026-03-15T03:48:57.366046Z,False
m38,126.356,4.3155,545.2848,2026-03-15T03:48:57.366046Z,False
m39,126.41,3.9518,499.5459,2026-03-15T03:48:57.366046Z,False
m40,126.3752,4.1861,529.0163,2026-03-15T03:48:57.366046Z,False
m41,126.5091,3.2854,415.6333,2026-03-15T03:48:57.366046Z,False
m42,126.3939,4.0601,513.1756,2026-03-15T03:48:57.366046Z,False
m43,126.3345,4.4597,563.4165,2026-03-15T03:48:57.366046Z,False
m44,126.3959,4.0469,255.7543,2026-03-15T03:48:57.366046Z,True
m45,126.424,3.8574,487.6687,2026-03-15T03:48:57.366046Z,False
m46,126.3427,4.405,556.5408,2026-03-15T03:48:57.366046Z,False
m47,126.3844,4.1242,521.2332,2026-03-15T03:48:57.366046Z,False
m48,126.4089,3.9594,500.5017,2026-03-15T03:48:57.366046Z,False
m49,126.5521,2.9967,379.2335,2026-03-15T03:48:57.366046Z,False
m0,126.443,3.7298,471.6026,2026-03-15T03:53:57.366046Z,False
m1,126.4588,3.6233,458.1976,2026-03-15T03:53:57.366046Z,False
m2,126.3559,4.316,545.355,2026-03-15T03:53:57.366046Z,False
m3,126.3636,4.2639,269.3982,2026-03-15T03:53:57.366046Z,True
m4,126.3652,4.2531,537.4417,2026-03-15T03:53:57.366046Z,False
m5,126.3437,4.398,555.6623,2026-03-15T03:53:57.366046Z,False
m6,126.4308,3.812,240.9766,2026-03-15T03:53:57.366046Z,True
m7,126.3987,4.0277,509.0989,2026-03-15T03:53:57.366046Z,False
m8,126.4331,3.7965,480.004,2026-03-15T03:53:57.366046Z,False
m9,126.3268,4.5122,570.0059,2026-03-15T03:53:57.366046Z,False
m10,126.2833,4.8052,606.8173,2026-03-15T03:53:57.366046Z,False
m11,126.4531,3.6618,463.0408,2026-03-15T03:53:57.366046Z,False
m12,126.3833,4.1311,522.1037,2026-03-15T03:53:57.366046Z,False
m13,126.3437,4.398,555.6648,2026-03-15T03:53:57.366046Z,False
m14,126.4471,3.7023,468.1451,2026-03-15T03:53:57.366046Z,False
m15,126.4376,3.7659,476.1521,2026-03-15T03:53:57.366046Z,False
m16,126.4005,4.0157,507.5922,2026-03-15T03:53:57.366046Z,False
m17,126.555,2.977,376.7581,2026-03-15T03:53:57.366046Z,False
m18,126.3838,4.1279,521.6954,2026-03-15T03:53:57.366046Z,False
m19,126.472,3.5344,447.0021,2026-03-15T03:53:57.366046Z,False
m20,126.3569,4.3092,544.4943,2026-03-15T03:53:57.366046Z,False
m21,126.3945,4.0561,512.6659,2026-03-15T03:53:57.366046Z,False
m22,126.381,4.1466,524.0578,2026-03-15T03:53:57.366046Z,False
m23,126.4082,3.9641,501.0889,2026-03-15T03:53:57.366046Z,False
m24,126.4121,3.9374,497.7369,2026-03-15T03:53:57.366046Z,False
m25,126.3976,4.0354,510.06,2026-03-15T03:53:57.366046Z,False
m26,126.3929,4.0668,514.0192,2026-03-15T03:53:57.366046Z,False
m27,126.4154,3.915,494.9216,2026-03-15T03:53:57.366046Z,False
m28,126.3204,4.5552,575.4185,2026-03-15T03:53:57.366046Z,False
m29,126.305,4.6586,294.1996,2026-03-15T03:53:57.366046Z,True
m30,126.2701,4.8939,617.9575,2026-03-15T03:53:57.366046Z,False
m31,126.5558,2.9717,376.0848,2026-03-15T03:53:57.366046Z,False
m32,126.4349,3.7838,478.4091,2026-03-15T03:53:57.366046Z,False
m33,126.4883,3.4252,433.2446,2026-03-15T03:53:57.366046Z,False
m34,126.4605,3.6119,456.7577,2026-03-15T03:53:57.366046Z,False
m35,126.4084,3.9624,500.8812,2026-03-15T03:53:57.366046Z,False
m36,126.3234,4.5352,286.4483,2026-03-15T03:53:57.366046Z,True
m37,126.3913,4.0773,515.3411,2026-03-15T03:53:57.366046Z,False
m38,126.4654,3.5794,452.6685,2026-03-15T03:53:57.366046Z,False
m39,126.3661,4.2474,536.7217,2026-03-15T03:53:57.366046Z,False
m40,126.3634,4.2656,539.0207,2026-03-15T03:53:57.366046Z,False
m41,126.3774,4.171,527.1154,2026-03-15T03:53:57.366046Z,False
m42,126.3133,4.6027,581.3789,2026-03-15T03:53:57.366046Z,False
m43,126.472,3.535,447.0807,2026-03-15T03:53:57.366046Z,False
m44,126.3821,4.1394,261.5724,2026-03-15T03:53:57.366046Z,True
m45,126.3678,4.2356,535.2454,2026-03-15T03:53:57.366046Z,False
m46,126.3385,4.4333,560.1017,2026-03-15T03:53:57.366046Z,False
m47,126.4154,3.9155,494.9771,2026-03-15T03:53:57.366046Z,False
m48,126.3494,4.3599,550.8709,2026-03-15T03:53:57.366046Z,False
m49,126.3985,4.0288,509.2318,2026-03-15T03:53:57.366046Z,False
m0,126.2894,4.7641,601.6535,2026-03-15T03:58:57.366046Z,False
m1,126.4317,3.8059,481.1856,2026-03-15T03:58:57.366046Z,False
m2,126.4536,3.6582,462.5865,2026-03-15T03:58:57.366046Z,False
m3,126.3646,4.257,268.9657,2026-03-15T03:58:57.366046Z,True
m4,126.3631,4.2676,539.2627,2026-03-15T03:58:57.366046Z,False
m5,126.4574,3.6327,459.3881,2026-03-15T03:58:57.366046Z,False
m6,126.3109,4.6193,291.7349,2026-03-15T03:58:57.366046Z,True
m7,126.3887,4.0949,517.5547,2026-03-15T03:58:57.366046Z,False
m8,126.5166,3.235,409.2833,2026-03-15T03:58:57.366046Z,False
m9,126.4763,3.5057,443.3882,2026-03-15T03:58:57.366046Z,False
m10,126.3972,4.0381,510.4014,2026-03-15T03:58:57.366046Z,False
m11,126.3102,4.624,584.0539,2026-03-15T03:58:57.366046Z,False
m12,126.3593,4.293,542.4663,2026-03-15T03:58:57.366046Z,False
m13,126.3813,4.1451,523.8618,2026-03-15T03:58:57.366046Z,False
m14,126.4606,3.6113,456.688,2026-03-15T03:58:57.366046Z,False
m15,126.3452,4.3879,554.3852,2026-03-15T03:58:57.366046Z,False
m16,126.4457,3.7113,469.2783,2026-03-15T03:58:57.366046Z,False
m17,126.5016,3.3355,421.9485,2026-03-15T03:58:57.366046Z,False
m18,126.3618,4.2759,540.3078,2026-03-15T03:58:57.366046Z,False
m19,126.5045,3.3165,419.5496,2026-03-15T03:58:57.366046Z,False
m20,126.2585,4.9725,627.8214,2026-03-15T03:58:57.366046Z,False
m21,126.4843,3.4517,436.5923,2026-03-15T03:58:57.366046Z,False
m22,126.3311,4.4832,566.3736,2026-03-15T03:58:57.366046Z,False
m23,126.3628,4.2693,539.4806,2026-03-15T03:58:57.366046Z,False
m24,126.3697,4.2228,533.6382,2026-03-15T03:58:57.366046Z,False
m25,126.4267,3.8393,485.3926,2026-03-15T03:58:57.366046Z,False
m26,126.4142,3.9237,496.0133,2026-03-15T03:58:57.366046Z,False
m27,126.4141,3.9239,496.0403,2026-03-15T03:58:57.366046Z,False
m28,126.418,3.8978,492.746,2026-03-15T03:58:57.366046Z,False
m29,126.3047,4.6611,294.3573,2026-03-15T03:58:57.366046Z,True
m30,126.3411,4.4155,557.8642,2026-03-15T03:58:57.366046Z,False
m31,126.4187,3.8934,492.2047,2026-03-15T03:58:57.366046Z,False
m32,126.339,4.43,559.6872,2026-03-15T03:58:57.366046Z,False
m33,126.3343,4.4616,563.6502,2026-03-15T03:58:57.366046Z,False
m34,126.4143,3.923,495.9248,2026-03-15T03:58:57.366046Z,False
m35,126.3929,4.0669,514.0217,2026-03-15T03:58:57.366046Z,False
m36,126.457,3.6358,229.8832,2026-03-15T03:58:57.366046Z,True
m37,126.4429,3.7306,471.7037,2026-03-15T03:58:57.366046Z,False
m38,126.3632,4.267,539.1938,2026-03-15T03:58:57.366046Z,False
m39,126.3831,4.1324,522.2704,2026-03-15T03:58:57.366046Z,False
m40,126.467,3.5686,451.3135,2026-03-15T03:58:57.366046Z,False
m41,126.3266,4.5134,570.1563,2026-03-15T03:58:57.366046Z,False
m42,126.3901,4.0854,516.3486,2026-03-15T03:58:57.366046Z,False
m43,126.4459,3.7102,469.1447,2026-03-15T03:58:57.366046Z,False
m44,126.4091,3.9574,250.1275,2026-03-15T03:58:57.366046Z,True
m45,126.3548,4.3234,546.2785,2026-03-15T03:58:57.366046Z,False
m46,126.4514,3.6733,464.4876,2026-03-15T03:58:57.366046Z,False
m47,126.3957,4.0481,511.6579,2026-03-15T03:58:57.366046Z,False
m48,126.4019,4.0064,506.4183,2026-03-15T03:58:57.366046Z,False
m49,126.3846,4.1224,521.0061,2026-03-15T03:58:57.366046Z,False
m0,126.3784,4.1644,526.2912,2026-03-15T04:03:57.366046Z,False
m1,126.2716,4.884,616.706,2026-03-15T04:03:57.366046Z,False
m2,126.4306,3.8131,482.0892,2026-03-15T04:03:57.366046Z,False
m3,126.4261,3.8433,242.9446,2026-03-15T04:03:57.366046Z,True
m4,126.3602,4.2868,541.6847,2026-03-15T04:03:57.366046Z,False
m5,126.3415,4.4128,557.52,2026-03-15T04:03:57.366046Z,False
